shipping_id,shipping_country_id,shipping_pref,order_id,delivery_id,time_id,fee_id,shipping_name01,shipping_name02,shipping_kana01,shipping_kana02,shipping_company_name,shipping_tel01,shipping_tel02,shipping_tel03,shipping_fax01,shipping_fax02,shipping_fax03,shipping_zip01,shipping_zip02,shipping_zipcode,shipping_addr01,shipping_addr02,shipping_delivery_name,shipping_delivery_time,shipping_delivery_date,shipping_delivery_fee,shipping_commit_date,rank,create_date,update_date,del_flg
538,,1,845,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 17:42:16","2017-09-26 17:42:16",0
539,,1,846,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 17:45:56","2017-09-26 17:46:01",0
540,,1,847,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 17:46:50","2017-09-26 17:47:01",0
541,,1,848,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 17:49:17","2017-09-26 17:49:40",0
542,,1,849,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 18:07:51","2017-09-26 18:07:59",0
543,,1,850,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 18:10:33","2017-09-26 18:10:48",0
544,,1,851,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 18:11:46","2017-09-26 18:11:53",0
545,,1,852,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 18:12:45","2017-09-26 18:12:50",0
546,,13,853,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-09-26 18:16:49","2017-09-26 18:17:10",0
547,,13,854,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-09-26 18:20:54","2017-09-26 18:22:25",0
548,,1,855,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 18:23:07","2017-09-26 18:27:27",0
549,,13,856,1,1,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,午前,,0,,,"2017-09-26 18:29:23","2017-09-26 18:29:45",0
550,,1,857,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 18:29:32","2017-09-26 18:33:57",0
551,,13,858,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-09-26 18:32:19","2017-09-26 18:32:37",0
552,,1,859,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 18:35:16","2017-09-26 18:53:09",0
553,,1,860,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 18:57:21","2017-09-26 18:59:59",0
554,,1,861,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 19:01:53","2017-09-26 19:01:57",0
555,,1,862,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 19:05:01","2017-09-26 19:05:04",0
556,,1,863,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 19:09:16","2017-09-26 19:09:21",0
557,,1,864,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-26 19:13:31","2017-09-26 19:13:34",0
558,,1,865,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-27 14:49:16","2017-09-27 14:49:33",0
561,,1,868,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-27 14:57:29","2017-09-27 14:57:42",0
562,,1,869,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-27 15:01:56","2017-09-27 15:03:14",0
563,,1,870,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-27 15:11:25","2017-09-27 15:11:41",0
564,,1,871,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-27 15:13:54","2017-09-27 15:14:01",0
565,,1,872,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-09-27 15:15:10","2017-09-27 15:15:23",0
566,,13,873,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-02 19:02:18","2017-10-02 19:18:05",0
567,,13,874,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-02 19:18:59","2017-10-02 19:26:55",0
568,,13,875,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-02 19:33:40","2017-10-02 19:37:00",0
569,,13,876,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-02 19:38:09","2017-10-02 19:43:09",0
570,,13,877,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-03 15:54:46","2017-10-03 15:55:15",0
571,,1,878,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-04 10:31:48","2017-10-04 10:31:51",0
572,,1,879,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-04 10:34:24","2017-10-04 10:34:26",0
573,,13,880,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-04 10:47:12","2017-10-04 10:47:34",0
574,,1,881,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-04 11:19:21","2017-10-04 11:19:35",0
575,,1,882,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-04 11:23:25","2017-10-04 11:24:06",0
576,,13,883,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-04 11:33:31","2017-10-04 11:33:34",0
577,,1,884,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-04 11:35:01","2017-10-06 13:22:31",0
578,,13,885,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-04 11:38:12","2017-10-04 11:38:12",0
579,,13,886,1,,13,テスト,テスト,テスト,テスト,,090,1234,5678,,,,154,0001,1540001,世田谷区池尻,1-1-1,佐川急便,,,0,,,"2017-10-04 11:38:37","2017-10-04 11:43:47",0
580,,13,887,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-04 11:44:58","2017-10-04 11:44:58",0
581,,13,888,1,,13,テスト,テスト,テスト,テスト,,090,1234,5678,,,,154,0001,1540001,世田谷区池尻,1-1-1,佐川急便,,,0,,,"2017-10-06 13:03:55","2017-10-06 13:23:03",0
582,,1,889,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 15:03:45","2017-10-06 15:06:54",0
583,,1,890,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 15:07:53","2017-10-06 15:09:19",0
584,,1,891,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 15:10:16","2017-10-06 15:11:28",0
585,,1,892,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 15:47:29","2017-10-06 17:10:10",0
586,,1,893,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 17:11:31","2017-10-06 17:12:08",0
587,,1,894,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 17:15:48","2017-10-06 17:22:00",0
588,,1,895,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 17:25:12","2017-10-06 17:25:16",0
589,,1,896,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 17:27:29","2017-10-06 17:37:38",0
590,,1,897,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 17:39:25","2017-10-06 17:40:53",0
591,,1,898,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 17:55:19","2017-10-06 17:55:24",0
592,,1,899,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 18:03:06","2017-10-06 18:03:11",0
593,,1,900,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 18:08:56","2017-10-06 18:09:11",0
594,,1,901,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 18:11:32","2017-10-06 18:11:38",0
595,,1,902,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 18:14:03","2017-10-06 18:14:11",0
596,,1,903,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 18:15:17","2017-10-06 18:15:30",0
597,,1,904,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 18:20:32","2017-10-06 18:20:37",0
598,,1,905,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 18:23:45","2017-10-06 18:23:49",0
599,,1,906,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 18:33:11","2017-10-06 18:33:16",0
600,,1,907,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 18:48:56","2017-10-06 18:49:00",0
601,,1,908,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-06 18:51:52","2017-10-06 18:53:40",0
602,,1,909,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 14:10:47","2017-10-11 14:14:48",0
603,,1,910,1,,,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,,テストーア,テストーア,佐川急便,,,,,,"2017-10-11 14:33:30","2017-10-11 14:33:30",0
604,,1,911,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 14:36:55","2017-10-11 14:37:09",0
605,,13,912,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-11 15:30:11","2017-10-11 16:06:27",0
606,,1,913,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 15:44:56","2017-10-11 15:45:07",0
607,,1,914,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 16:17:11","2017-10-11 16:17:21",0
608,,1,915,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 16:23:42","2017-10-11 16:23:42",0
609,,1,916,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 16:25:17","2017-10-11 16:25:17",0
610,,1,917,1,,1,fsd,fds,エン,エン,エンエン,000,1111,1122,,,,000,0000,0000000,テストーア,354345,佐川急便,,,0,,,"2017-10-11 16:32:27","2017-10-11 17:15:23",0
611,,13,918,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-11 17:35:53","2017-10-11 17:36:07",0
612,,1,919,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 17:43:25","2017-10-11 17:43:39",0
613,,1,920,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 17:44:59","2017-10-11 17:45:08",0
614,,1,921,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 17:48:51","2017-10-11 17:49:05",0
615,,1,922,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 17:52:38","2017-10-11 17:52:48",0
616,,1,923,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-11 18:11:27","2017-10-11 18:11:35",0
617,,13,924,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-11 18:26:42","2017-10-11 18:26:57",0
618,,13,925,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-11 18:29:39","2017-10-11 18:30:45",0
619,,13,926,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-11 18:33:32","2017-10-11 18:34:59",0
620,,13,927,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 11:12:39","2017-10-12 11:13:01",0
621,,13,928,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 11:58:54","2017-10-12 11:59:20",0
622,,13,929,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 12:32:36","2017-10-12 12:32:49",0
623,,13,930,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 12:34:25","2017-10-12 12:34:25",0
624,,13,931,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 12:35:47","2017-10-12 12:36:34",0
625,,13,932,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 12:37:57","2017-10-12 12:38:36",0
626,,13,933,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 12:50:57","2017-10-12 12:50:57",0
627,,1,934,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-12 14:21:58","2017-10-12 14:31:15",0
628,,13,935,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 14:35:18","2017-10-12 14:46:51",0
629,,13,936,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 14:49:28","2017-10-12 14:49:34",0
630,,13,937,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 14:51:48","2017-10-12 14:52:35",0
631,,13,938,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 14:55:35","2017-10-12 14:55:48",0
632,,13,939,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-12 15:04:36","2017-10-12 15:04:41",0
633,,1,940,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-13 15:25:34","2017-10-13 15:25:34",0
634,,1,941,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-10-13 15:26:23","2017-10-13 15:26:23",0
635,,13,942,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-13 17:40:04","2017-10-13 17:40:04",0
636,,13,943,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2017-10-13 17:42:41","2017-10-13 17:42:41",0
638,,1,945,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2017-11-14 17:11:51","2017-11-14 17:11:59",0
639,,1,946,1,,1,テスト,テスト,テスト,テスト,テスト,000,0000,0000,,,,000,0000,0000000,テスト,テスト,佐川急便,,,0,,,"2018-01-23 15:31:01","2018-01-23 15:41:23",0
640,,1,947,1,,1,テスト,テスト,テスト,テスト,テスト,000,0000,0000,,,,000,0000,0000000,テスト,テスト,佐川急便,,,0,,,"2018-01-23 15:44:45","2018-01-23 15:45:12",0
641,,1,948,1,,1,テスト,テスト,テスト,テスト,テスト,000,0000,0000,,,,000,0000,0000000,テスト,テスト,佐川急便,,,0,,,"2018-01-23 15:48:13","2018-01-23 15:49:19",0
642,,1,949,1,,1,テスト,テスト,テスト,テスト,テスト,000,0000,0000,,,,000,0000,0000000,テスト,テスト,佐川急便,,,0,,,"2018-01-23 16:32:56","2018-01-23 16:34:26",0
643,,13,950,1,,13,て,て,テ,テ,,12,12,12,,,,182,0002,1820002,調布市仙川町,aa,佐川急便,,,0,,,"2018-02-05 14:48:29","2018-02-05 14:49:02",0
644,,13,951,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2018-02-05 15:05:02","2018-02-05 15:05:02",0
645,,1,952,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2018-02-07 15:51:16","2018-02-07 15:51:54",0
646,,1,953,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2018-02-07 16:24:03","2018-02-07 16:24:03",0
647,,13,954,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 16:49:43","2018-02-07 16:49:53",0
648,,13,955,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 17:26:33","2018-02-07 17:26:43",0
649,,13,956,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 17:30:17","2018-02-07 17:30:33",0
650,,1,957,1,,1,テスト,テスト,テスト,テスト,テスト,000,0000,0000,,,,111,1111,1111111,テスト,テスト,佐川急便,,,0,,,"2018-02-07 17:35:36","2018-02-07 17:35:36",0
651,,13,958,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 17:37:36","2018-02-07 17:38:24",0
652,,13,959,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 17:41:23","2018-02-07 17:41:32",0
653,,1,960,1,,1,テスト,テスト,テスト,テスト,テスト,000,0000,0000,,,,111,1111,1111111,テスト,テスト,佐川急便,,,0,,,"2018-02-07 17:54:57","2018-02-07 17:55:37",0
654,,13,961,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 18:17:20","2018-02-07 18:17:29",0
655,,13,962,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 18:24:03","2018-02-07 18:24:13",0
656,,13,963,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 18:41:17","2018-02-07 18:41:17",0
657,,13,964,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 18:41:54","2018-02-07 18:42:02",0
658,,13,965,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 18:58:16","2018-02-07 18:58:32",0
659,,13,966,1,,13,ケ,イ,アン,アン,kozo,000,0000,0000,,,,154,0001,1540001,世田谷区池尻,"3-21-28 8F",佐川急便,,,0,,,"2018-02-07 19:06:40","2018-02-07 19:06:48",0
